iter	Passed	Remaining
0	17	35726
1	20	20440
2	21	14605
3	32	16179
4	49	19776
5	66	22096
6	69	19897
7	72	18027
8	75	16595
9	96	19150
10	97	17710
11	115	19129
12	117	17982
13	136	19326
14	139	18490
15	147	18297
16	166	19450
17	187	20611
18	205	21383
19	223	22131
20	230	21744
21	248	22301
22	250	21540
23	268	22138
24	286	22638
25	338	25704
26	363	26575
27	426	30052
28	770	52336
29	851	55921
30	874	55520
31	880	54179
32	893	53252
33	939	54338
34	950	53344
35	970	52925
36	1040	55185
37	1058	54637
38	1080	54319
39	1081	53017
40	1087	51949
41	1092	50935
42	1111	50566
43	1128	50168
44	1146	49814
45	1154	49037
46	1174	48799
47	1177	47886
48	1192	47495
49	1212	47277
50	1226	46881
51	1252	46915
52	1283	47156
53	1310	47215
54	1329	47028
55	1335	46350
56	1356	46247
57	1383	46323
58	1407	46304
59	1424	46059
60	1450	46098
61	1457	45564
62	1485	45669
63	1488	45029
64	1515	45108
65	1539	45106
66	1565	45151
67	1588	45140
68	1615	45198
69	1622	44746
70	1641	44588
71	1646	44101
72	1670	44107
73	1677	43672
74	1713	43989
75	1734	43918
76	1741	43486
77	1748	43081
78	1769	43023
79	1787	42897
80	1805	42776
81	2005	46900
82	2181	50376
83	2182	49791
84	2199	49542
85	2241	49896
86	2258	49664
87	2349	51046
88	2390	51320
89	2418	51317
90	2448	51374
91	2475	51339
92	2508	51446
93	2528	51266
94	2534	50828
95	2540	50378
96	2558	50203
97	2576	50003
98	2595	49845
99	2612	49645
100	2630	49449
101	2631	48968
102	2647	48768
103	2664	48581
104	2681	48399
105	2699	48242
106	2717	48081
107	2719	47646
108	2737	47489
109	2755	47350
110	2776	47255
111	2793	47087
112	2810	46929
113	2826	46765
114	2844	46621
115	2863	46503
116	2882	46386
117	2899	46251
118	2917	46122
119	2937	46014
120	2956	45909
121	2959	45564
122	2961	45191
123	2980	45087
124	2997	44969
125	3005	44697
126	3022	44577
127	3039	44451
128	3055	44323
129	3072	44200
130	3089	44082
131	3106	43965
132	3124	43857
133	3143	43772
134	3160	43667
135	3178	43564
136	3206	43605
137	3243	43766
138	3420	45799
139	3446	45786
140	3469	45738
141	3493	45711
142	3518	45696
143	3544	45682
144	3554	45471
145	3583	45501
146	3630	45767
147	3658	45775
148	3692	45874
149	3703	45676
150	3721	45566
151	3739	45461
152	3757	45357
153	3775	45259
154	3799	45221
155	3805	44985
156	3826	44915
157	3844	44819
158	3863	44737
159	3885	44680
160	3903	44589
161	3924	44529
162	3946	44473
163	3968	44429
164	3998	44466
165	4023	44457
166	4049	44446
167	4062	44297
168	4088	44296
169	4115	44296
170	4140	44290
171	4165	44270
172	4191	44270
173	4216	44245
174	4242	44245
175	4266	44214
176	4291	44203
177	4316	44188
178	4345	44203
179	4372	44210
180	4396	44183
181	4415	44103
182	4443	44123
183	4570	45113
184	4574	44879
185	4606	44922
186	4637	44961
187	4645	44771
188	4735	45373
189	4904	46725
190	4924	46637
191	4943	46554
192	4967	46512
193	4970	46275
194	4990	46195
195	5014	46157
196	5036	46091
197	5053	45992
198	5071	45897
199	5074	45672
200	5076	45437
201	5094	45347
202	5097	45124
203	5114	45026
204	5130	44925
205	5147	44828
206	5164	44733
207	5181	44640
208	5199	44556
209	5218	44478
210	5236	44395
211	5254	44317
212	5272	44238
213	5275	44030
214	5294	43954
215	5313	43886
216	5316	43682
217	5335	43611
218	5354	43544
219	5358	43353
220	5377	43284
221	5397	43231
222	5416	43162
223	5436	43100
224	5456	43042
225	5473	42966
226	5490	42882
227	5507	42801
228	5508	42603
229	5526	42531
230	5544	42461
231	5546	42264
232	5563	42191
233	5582	42128
234	5601	42070
235	5620	42013
236	5639	41950
237	5656	41875
238	5673	41805
239	5692	41743
240	5710	41679
241	5727	41607
242	5746	41546
243	5767	41508
244	5773	41356
245	5774	41173
246	5792	41109
247	5809	41042
248	5828	40985
249	5848	40936
250	5866	40877
251	5889	40849
252	5918	40866
253	6093	41888
254	6271	42916
255	6291	42858
256	6318	42852
257	6349	42873
258	6385	42923
259	6399	42828
260	6476	43148
261	6531	43324
262	6537	43178
263	6565	43172
264	6586	43122
265	6607	43070
266	6631	43045
267	6658	43030
268	6683	43007
269	6709	42987
270	6731	42945
271	6756	42924
272	6757	42750
273	6778	42697
274	6803	42676
275	6826	42642
276	6852	42623
277	6878	42605
278	6904	42589
279	6929	42564
280	6949	42512
281	6970	42463
282	6988	42401
283	7005	42328
284	7023	42263
285	7054	42275
286	7071	42204
287	7088	42137
288	7184	42537
289	7218	42561
290	7252	42595
291	7341	42940
292	7373	42955
293	7567	43910
294	7590	43868
295	7608	43800
296	7630	43752
297	7655	43720
298	7658	43569
299	7682	43535
300	7709	43517
301	7729	43457
302	7731	43303
303	7749	43233
304	7751	43078
305	7768	43007
306	7786	42938
307	7804	42872
308	7821	42803
309	7842	42752
310	7859	42682
311	7861	42533
312	7878	42465
313	7897	42403
314	7915	42342
315	7936	42292
316	7943	42171
317	7963	42121
318	7981	42060
319	7999	41998
320	8018	41939
321	8038	41891
322	8056	41827
323	8073	41763
324	8090	41695
325	8107	41630
326	8124	41567
327	8142	41506
328	8160	41449
329	8179	41392
330	8197	41336
331	8217	41283
332	8235	41224
333	8253	41166
334	8255	41033
335	8273	40973
336	8292	40922
337	8310	40866
338	8329	40810
339	8348	40761
340	8368	40714
341	8374	40597
342	8392	40543
