iter	RMSE
0	140640.08
1	136855.6365
2	133263.1984
3	129757.1833
4	126496.0584
5	123354.3915
6	120142.4038
7	116977.0718
8	113944.7108
9	111004.4849
10	108095.5528
11	105309.1084
12	102602.7378
13	100144.5802
14	97598.55255
15	95172.96973
16	92813.31707
17	90508.06034
18	88262.551
19	86233.43996
20	84162.9084
21	82114.14816
22	80134.28274
23	78299.65149
24	76528.45396
25	74784.037
26	73072.50567
27	71457.56789
28	69924.31517
29	68393.79564
30	66874.39757
31	65406.16845
32	63988.06881
33	62624.2199
34	61288.71841
35	59997.4979
36	58744.05481
37	57607.1995
38	56446.38292
39	55337.70595
40	54260.04299
41	53239.60102
42	52261.534
43	51283.99115
44	50356.00182
45	49470.65681
46	48646.16939
47	47780.20752
48	46996.16841
49	46235.48059
50	45498.21503
51	44785.7673
52	44094.15489
53	43424.16181
54	42805.31753
55	42220.65217
56	41674.39983
57	41180.35025
58	40646.38539
59	40132.69413
60	39652.26082
61	39171.01012
62	38713.93844
63	38272.90605
64	37852.29817
65	37431.20619
66	37075.19591
67	36703.69696
68	36328.63634
69	36042.78079
70	35713.35813
71	35390.2528
72	35097.11753
73	34808.51084
74	34535.40353
75	34253.3933
76	34005.17669
77	33748.43785
78	33487.35383
79	33268.44446
80	33077.85693
81	32875.73582
82	32667.88808
83	32494.89659
84	32314.63345
85	32127.32741
86	31943.33363
87	31780.97827
88	31622.69276
89	31460.7151
90	31318.17473
91	31160.83455
92	31040.16019
93	30892.34855
94	30769.06774
95	30649.90898
96	30549.87405
97	30455.84101
98	30358.31432
99	30269.11891
100	30129.64725
101	30019.43961
102	29937.51601
103	29852.31154
104	29761.15868
105	29672.17569
106	29582.82867
107	29508.66752
108	29440.49408
109	29384.90836
110	29286.95227
111	29203.83191
112	29115.29752
113	29051.5122
114	28984.49004
115	28908.3027
116	28848.40336
117	28795.07663
118	28740.056
119	28686.8397
120	28633.07295
121	28574.41057
122	28485.91527
123	28440.57606
124	28413.6102
125	28367.69254
126	28304.30458
127	28258.1041
128	28215.71482
129	28164.10783
130	28111.83773
131	28090.43735
132	28067.28957
133	28010.91365
134	27971.43898
135	27938.73277
136	27878.33403
137	27818.72259
138	27793.02186
139	27772.93261
140	27715.72893
141	27661.64126
142	27630.38836
143	27589.45887
144	27572.78812
145	27547.82135
146	27492.14236
147	27471.04017
148	27441.25496
149	27405.55857
150	27369.58625
151	27338.042
152	27329.10851
153	27303.53311
154	27261.19866
155	27243.87936
156	27221.99916
157	27189.51025
158	27162.14268
159	27139.8364
160	27114.24958
161	27090.11474
162	27055.44545
163	27032.56558
164	26999.84367
165	26974.18237
166	26955.63424
167	26911.3051
168	26884.97178
169	26851.4426
170	26818.68002
171	26799.46137
172	26787.55037
173	26781.41078
174	26756.49346
175	26716.33376
176	26698.16829
177	26667.35607
178	26663.52361
179	26647.43438
180	26630.38592
181	26603.30489
182	26580.74456
183	26579.14376
184	26558.91058
185	26545.72001
186	26529.48502
187	26518.99448
188	26499.33041
189	26466.38512
190	26429.52291
191	26413.06042
192	26392.24167
193	26369.54842
194	26344.31566
195	26312.37512
196	26310.98084
197	26298.39538
198	26280.6086
199	26243.56575
200	26228.75166
201	26202.89344
202	26195.53103
203	26181.59664
204	26180.22409
205	26153.51672
206	26137.46199
207	26107.2574
208	26076.83697
209	26059.7936
210	26049.01934
211	26035.75693
212	26011.25626
213	25997.57854
214	25982.73683
215	25969.67571
216	25953.80943
217	25952.84973
218	25943.74303
219	25924.4856
220	25924.0255
221	25903.74934
222	25900.79907
223	25898.97061
224	25891.43763
225	25869.20884
226	25852.70401
227	25839.3453
228	25827.1321
229	25821.32769
230	25800.76345
231	25773.69038
232	25766.27254
233	25750.31692
234	25733.28133
235	25713.45768
236	25706.26686
237	25691.33239
238	25669.00355
239	25643.24423
240	25619.16424
241	25600.47579
242	25589.23119
243	25581.46991
244	25571.59602
245	25556.77042
246	25552.86329
247	25531.14721
248	25510.81498
249	25510.44622
250	25493.40164
251	25488.7553
252	25476.71084
253	25467.37358
254	25455.72733
255	25433.0764
256	25422.07126
257	25402.73077
258	25387.10972
259	25366.99707
260	25357.82498
261	25350.67653
262	25342.74468
263	25333.86022
264	25304.0426
265	25293.03438
266	25292.72935
267	25266.37524
268	25258.19259
269	25243.91825
270	25240.45852
271	25221.66126
272	25211.01514
273	25199.33794
274	25182.18216
275	25161.70331
276	25161.4264
277	25159.94534
278	25144.80631
279	25122.44467
280	25114.11544
281	25112.07993
282	25092.17545
283	25075.07786
284	25057.63239
285	25043.5193
286	25030.78511
287	25022.19046
288	24992.89986
289	24971.95241
290	24950.17491
291	24934.53755
292	24917.5838
293	24908.07592
294	24888.47535
295	24864.49037
296	24848.86174
297	24835.57283
298	24820.96425
299	24803.30803
300	24781.23065
301	24770.23931
302	24756.87656
303	24741.85966
304	24728.82057
305	24724.45345
306	24710.42434
307	24697.73096
308	24691.15941
309	24679.1709
310	24665.52992
311	24650.91343
312	24637.38953
313	24615.32832
314	24603.024
315	24586.2949
316	24577.3126
317	24566.39224
318	24552.89824
319	24540.19482
320	24516.95723
321	24503.54225
322	24492.33719
323	24471.68177
324	24457.53942
325	24435.00493
326	24420.11807
327	24410.33816
328	24395.61083
329	24380.8599
330	24363.42315
331	24355.15563
332	24336.30407
333	24322.58028
334	24298.25219
335	24274.14218
336	24264.03874
337	24253.04588
338	24243.92866
339	24232.91147
340	24224.18309
341	24219.66153
342	24209.47922
343	24197.17267
344	24185.42225
345	24170.57947
346	24164.54878
347	24155.33301
348	24151.58529
349	24144.80701
350	24134.86992
351	24122.96945
352	24110.27197
353	24089.45662
354	24066.44213
355	24051.01659
356	24034.36854
357	24017.78041
358	24005.74627
359	23991.93998
360	23983.66176
361	23968.90616
362	23953.31133
363	23938.85264
364	23928.85651
365	23919.67473
366	23907.77383
367	23899.49785
368	23889.11192
369	23876.20535
370	23861.40239
371	23840.59919
372	23827.802
373	23820.63177
374	23810.33759
375	23803.61837
376	23795.12716
377	23782.18704
378	23781.13314
379	23770.88914
380	23758.02951
381	23743.34302
382	23731.8836
383	23725.35906
384	23715.7579
385	23707.26761
386	23689.31549
387	23680.79662
388	23667.35288
389	23649.70929
390	23635.79164
391	23626.85485
392	23615.69304
393	23603.09641
394	23583.97068
395	23564.14291
396	23552.96709
397	23542.0073
398	23529.36684
399	23520.51305
400	23504.23335
401	23492.18504
402	23483.26479
403	23473.98117
404	23460.55329
405	23445.27649
406	23444.27125
407	23428.21405
408	23414.51588
409	23409.38954
410	23400.17221
411	23388.48245
412	23379.06232
413	23368.9252
414	23361.83735
415	23352.2644
416	23343.56754
417	23330.11428
418	23314.31047
419	23304.87419
420	23297.35389
421	23285.50786
422	23263.75356
423	23256.35107
424	23241.32339
425	23234.88035
426	23220.39639
427	23211.30341
428	23205.07521
429	23197.03943
430	23182.60988
431	23175.76003
432	23168.10889
433	23154.83211
434	23143.71542
435	23133.61027
436	23123.09134
437	23114.81463
438	23108.00781
439	23100.98517
440	23093.74725
441	23084.486
442	23072.78564
443	23052.28047
444	23045.50997
445	23035.35698
446	23029.01164
447	23026.11503
448	23016.61955
449	23008.18295
450	22994.18908
451	22984.39872
452	22972.92738
453	22967.16743
454	22960.69464
455	22953.86053
456	22943.24961
457	22936.28466
458	22930.38116
459	22924.54455
460	22912.05279
461	22903.70169
462	22889.9226
463	22881.71921
464	22874.5829
465	22868.16702
466	22859.65835
467	22855.80072
468	22846.17347
469	22838.51315
470	22826.39162
471	22820.12286
472	22804.63538
473	22795.04412
474	22786.84243
475	22775.00413
476	22761.8691
477	22755.87383
478	22749.61495
479	22746.19721
480	22738.05831
481	22732.19348
482	22724.79706
483	22713.96268
484	22708.90148
485	22698.17088
486	22688.04733
487	22681.10985
488	22674.10684
489	22666.50226
490	22652.74873
491	22647.22225
492	22642.45941
493	22633.48605
494	22627.1099
495	22620.75651
496	22614.56469
497	22607.56279
498	22595.07938
499	22580.06612
500	22577.44607
501	22571.63296
502	22558.32453
503	22553.55043
504	22537.94577
505	22532.15426
506	22521.10588
507	22515.82794
508	22508.51432
509	22495.67085
510	22483.70218
511	22477.40714
512	22471.52482
513	22467.98675
514	22460.12738
515	22442.12682
516	22424.84851
517	22417.22712
518	22400.58103
519	22392.31169
520	22391.10045
521	22389.62903
